Region code,Region,Year,Gross enrollement ratio - Primary (male),Gross enrollment ratio - Primary (female),Gross enrollment ratio - Secondary (female),Gross enrollment ratio - Secondary (male),Gross enrollment ratio - Tertiary (female),Gross enrollment ratio - Tertiary (male),Students enrolled in primary education (thousands),Students enrolled in secondary education (thousands),Students enrolled in tertiary education (thousands)
756,Switzerland,2016,104.75710000000001,104.03750000000001,100.2834,104.1965,58.449799999999996,57.303,498.33799999999997,609.7830000000001,295.14900000000006
760,Syrian Arab Republic,2005,121.85549999999999,118.3761,68.14110000000001,71.1986,17.120900000000002,19.095,2252.15,2389.38,360.73599999999993
760,Syrian Arab Republic,2010,120.76440000000001,116.5351,72.40780000000001,72.2701,24.0063,27.7736,2429.4500000000003,2731.8300000000004,573.93
760,Syrian Arab Republic,2013,77.2621,74.6677,49.3265,49.28830000000001,34.5461,34.0489,1547.32,1857.1399999999999,659.823
760,Syrian Arab Republic,2014,0,0,0,0,44.609700000000004,42.417699999999996,0,0,791.7750000000001
760,Syrian Arab Republic,2015,0,0,0,0,46.7182,41.0215,0,0,772.877
760,Syrian Arab Republic,2016,0,0,0,0,42.7276,35.9707,0,0,697.415
762,Tajikistan,2005,100.1561,96.8814,73.5773,88.48020000000001,13.3541,27.957900000000002,693.0780000000001,984.41,148.879
762,Tajikistan,2010,100.37339999999999,98.0163,78.2938,89.65249999999999,15.8107,29.8905,682.09,1031.72,195.697
762,Tajikistan,2013,99.49820000000001,97.489,82.68939999999999,91.9828,16.317000000000004,29.0952,664.93,1062.98,194.685
762,Tajikistan,2014,96.468,95.2897,0,0,18.424,30.438599999999997,662.4269999999999,0,209.17
762,Tajikistan,2015,95.8222,94.50410000000001,0,0,21.0295,31.4678,683.1619999999999,0,224.76399999999998
762,Tajikistan,2017,99.49300000000001,98.08529999999999,0,0,26.401999999999997,35.1865,771.04,0,265.42599999999993
764,Thailand,2005,103.3098,100.43310000000001,75.394,71.9025,47.172900000000006,41.956199999999995,5974.620000000001,4533.17,2359.13
764,Thailand,2010,97.3582,96.17929999999998,85.3197,79.60869999999998,56.5432,44.259100000000004,5146.54,4807.09,2426.58
764,Thailand,2014,101.306,102.79610000000001,123.5226,117.21440000000001,57.76290000000001,42.7471,5182.35,6791.620000000001,2433.14
764,Thailand,2015,103.49480000000001,97.512,118.1467,122.9993,0,0,5081.08,6757.17,0
764,Thailand,2016,100.5374,100.8862,118.30829999999999,118.93520000000001,57.746100000000006,41.0646,5063.49,6570.99,2410.71
764,Thailand,2017,99.65869999999998,99.53790000000001,114.3114,119.07809999999999,0,0,4952.6900000000005,6335.21,0
768,Togo,2005,122.5048,104.1421,31.311100000000003,58.814899999999994,0,0,996.707,404.46999999999997,0
768,Togo,2007,118.7004,102.8073,30.7061,57.8652,0,0,1021.62,408.964,32.502
768,Togo,2010,133.70749999999998,120.6497,0,0,0,0,1286.6499999999999,0,55.958999999999996
768,Togo,2011,130.1686,118.4738,0,0,0,0,1299.8,545.8609999999999,63.496
768,Togo,2014,126.6444,119.36,0,0,6.0067,14.3816,1413.21,0,66.52499999999999
768,Togo,2015,122.99140000000001,116.51160000000002,0,0,6.425,15.003400000000001,1413.55,0,71.154
768,Togo,2017,125.94180000000001,120.143,51.9275,71.383,8.018899999999999,17.738699999999998,1524.1899999999998,727.949,89.092
772,Tokelau,2003,101.8018,132.55810000000002,75.8333,83.3333,0,0,0.227,0.191,0
772,Tokelau,2016,107.69229999999999,95.2381,70.70710000000001,69.6078,0,0,0.17800000000000002,0.14100000000000001,0
776,Tonga,2002,111.7124,106.65339999999999,116.3272,105.4955,7.073300000000001,4.206600000000001,17.105,14.567,0.6
776,Tonga,2003,118.22710000000001,111.9184,0,0,8.0063,4.8237,17.891000000000002,15.742999999999999,0.6679999999999999
776,Tonga,2004,114.23720000000002,108.5429,0,0,0,0,17.113000000000003,14.032,0
776,Tonga,2005,113.3906,110.0998,0,0,0,0,17.032,0,0
776,Tonga,2010,109.35889999999999,107.26440000000001,107.1595,100.3648,0,0,16.848,14.777,0
776,Tonga,2014,108.6086,107.4225,94.221,86.3715,0,0,17.093,14.961,0
776,Tonga,2015,108.3869,105.3375,96.26310000000001,91.137,0,0,16.981999999999996,15.8,0
780,Trinidad and Tobago,2004,103.426,99.9685,88.489,82.61160000000001,13.3611,10.565000000000001,137.313,105.381,16.751
780,Trinidad and Tobago,2005,100.71320000000001,97.7701,0,0,0,0,129.70299999999997,0,0
780,Trinidad and Tobago,2010,107.96100000000001,104.3099,0,0,0,0,131.35000000000002,0,0
784,United Arab Emirates,2005,0,0,0,0,0,0,262.807,0,0
784,United Arab Emirates,2007,101.538,101.53710000000001,0,0,0,0,284.034,0,80.296
784,United Arab Emirates,2010,0,0,0,0,0,0,326.58799999999997,0,101.906
784,United Arab Emirates,2014,103.5693,106.3158,0,0,0,0,409.77599999999995,0,143.06
784,United Arab Emirates,2015,112.8137,114.3218,0,0,0,0,460.97499999999997,0,156.61299999999997
784,United Arab Emirates,2016,112.7826,108.88199999999999,92.9848,98.6346,0,0,467.72299999999996,441.51,159.553
788,Tunisia,2005,114.0454,109.335,88.3174,81.4295,35.087199999999996,28.5763,1184.3,1239.47,327.034
788,Tunisia,2010,108.9958,105.3394,93.4278,87.5373,42.617599999999996,27.8221,1030.11,1163.83,370.058
788,Tunisia,2011,109.41010000000001,105.9588,94.1806,90.0399,43.0799,26.7459,1027.97,1152.1499999999999,361.92999999999995
788,Tunisia,2014,114.7734,111.4803,0,0,43.1465,26.432199999999998,1089.22,1019.91,331.802
788,Tunisia,2015,115.95060000000001,112.6648,0,0,43.2817,26.3729,1114.8799999999999,1007.9499999999999,322.625
788,Tunisia,2016,116.16720000000001,113.1822,97.8895,88.0982,41.2378,24.130900000000004,1139.31,1047.04,294.48599999999993
788,Tunisia,2017,0,0,0,0,41.1845,23.2186,0,0,282.204
792,Turkey,2005,105.77279999999999,100.49720000000002,76.1009,91.5834,27.9181,38.19970000000001,6678.2699999999995,6345.06,2106.3500000000004
792,Turkey,2010,101.9654,100.5579,80.509,87.90100000000001,50.522400000000005,62.0949,6635.160000000001,7530.64,3529.3300000000004
792,Turkey,2014,106.75,106.25269999999999,101.5814,104.4023,80.7613,93.1232,5574.92,10898.58,5472.52
792,Turkey,2015,103.6413,102.91480000000001,101.65899999999999,104.3907,88.894,101.8026,5434.1500000000005,10969.18,6062.89
792,Turkey,2016,101.5834,100.9297,101.7259,104.2393,96.54710000000001,110.7385,5360.7,11019.15,6689.1900000000005
795,Turkmenistan,2014,89.2483,87.5343,83.99900000000001,87.5994,6.195799999999999,9.7038,359.064,650.998,44.410999999999994
796,Turks and Caicos Islands,2005,0,0,0,0,0,0,2.22,1.558,0
796,Turks and Caicos Islands,2009,0,0,0,0,0,0,2.8909999999999996,2.0949999999999998,0
796,Turks and Caicos Islands,2010,0,0,0,0,0,0,0,0,0.005
796,Turks and Caicos Islands,2014,0,0,0,0,0,0,2.6470000000000002,1.811,0
796,Turks and Caicos Islands,2015,0,0,0,0,0,0,2.577,2.013,0.28600000000000003
798,Tuvalu,2001,94.91980000000001,106.85539999999999,74.1197,67.44510000000001,0,0,1.4269999999999998,0.912,0
798,Tuvalu,2005,101.3532,97.63229999999999,0,0,0,0,1.45,0,0
798,Tuvalu,2006,102.4259,97.62899999999999,0,0,0,0,1.46,0,0
798,Tuvalu,2014,114.2202,112.8978,96.5099,78.3634,0,0,1.4209999999999998,1.2009999999999998,0
798,Tuvalu,2015,119.6018,118.8235,108.1505,84.96450000000002,0,0,1.488,1.289,0
798,Tuvalu,2016,108.3333,104.7138,95.7929,76.4029,0,0,1.324,1.123,0
800,Uganda,2004,127.34720000000002,125.3791,16.958099999999998,21.1025,2.7325,4.3804,7377.29,732.792,88.36
800,Uganda,2005,120.18299999999999,119.21410000000002,0,0,0,0,7223.88,0,0
800,Uganda,2007,116.47279999999999,116.95450000000001,21.55,26.314400000000003,0,0,7537.969999999999,1031.52,0
800,Uganda,2010,115.90120000000002,117.6822,0,0,3.4579999999999997,4.3862000000000005,8374.65,0,120.646
800,Uganda,2013,105.63269999999999,107.59360000000001,0,0,0,0,8459.34,0,0
800,Uganda,2014,0,0,0,0,4.0373,5.203200000000001,0,0,165.39600000000002
800,Uganda,2015,97.1514,99.0202,0,0,0,0,8264.32,0,0
800,Uganda,2017,97.7088,100.3226,0,0,0,0,8840.59,0,0
804,Ukraine,2005,106.618,106.21050000000001,91.8303,99.1712,77.96640000000001,63.0763,1945.72,4042.8300000000004,2604.88
804,Ukraine,2010,98.5008,99.0711,94.3343,96.6502,89.51060000000001,71.23190000000001,1540.28,3132.9700000000003,2635
804,Ukraine,2014,98.8964,100.9187,95.6959,97.8235,89.4793,77.6435,1685.03,2713.65,2146.03
804,Ukraine,2015,0,0,0,0,0,0,1536.58,2370.3,1776.1899999999998
804,Ukraine,2017,0,0,0,0,0,0,1644.26,2334.98,1667.29
807,North Macedonia,2005,94.5246,92.5407,80.2048,82.78460000000001,34.0557,24.633000000000003,110.149,214.005,49.364
807,North Macedonia,2010,88.0017,86.7358,80.9864,83.3509,40.3947,34.69870000000001,110.759,196.991,61.764
807,North Macedonia,2014,91.9858,90.7925,79.3193,81.7519,42.8375,34.0369,108.254,170.834,60.572
807,North Macedonia,2015,94.1,93.6636,81.18599999999999,82.5573,45.858399999999996,36.664100000000005,108.827,168.967,63.543
818,Egypt,2004,97.83239999999999,94.6806,76.7585,80.9795,25.1605,31.0868,7928.38,8329.82,2260.7599999999998
818,Egypt,2005,99.44850000000001,94.2107,0,0,26.7765,31.8293,9563.630000000001,0,2351.98
818,Egypt,2010,105.06120000000001,102.0167,68.17439999999999,70.0748,28.865499999999997,31.5043,10542.140000000001,6845.75,2645.8300000000004
818,Egypt,2014,101.27369999999999,100.97279999999999,82.9637,83.41020000000002,29.0234,32.441199999999995,11128.03,8208.33,2544.11
818,Egypt,2015,0,0,0,0,34.441599999999994,35.7836,0,0,2868.9100000000003
818,Egypt,2016,103.58539999999999,103.666,85.16499999999999,86.67539999999998,34.8463,34.043,11764.16,8744.8,2789.2799999999997
818,Egypt,2017,104.81790000000001,105.1149,85.6659,87.2701,0,0,12161.38,8938.26,0
826,United Kingdom,2005,106.33529999999999,106.2262,106.98710000000001,103.86829999999999,68.8509,49.5279,4634.99,5760.89,2287.54
826,United Kingdom,2010,105.0256,104.4559,103.24790000000002,102.8628,67.88569999999999,50.716,4421.9,5538.23,2479.2
826,United Kingdom,2014,107.65279999999998,107.4585,129.87630000000001,124.85069999999999,65.4251,49.4394,4737.07,6556.99,2352.9300000000003
826,United Kingdom,2015,101.96690000000001,101.8488,127.4867,123.57679999999999,65.76180000000001,49.1864,4617.320000000001,6374.67,2330.3300000000004
826,United Kingdom,2016,101.4859,101.3382,160.4866,144.24919999999997,68.5325,50.678200000000004,4721.6500000000005,7642.06,2387.2799999999997
834,United Rep. of Tanzania,2005,104.85549999999999,99.6961,0,0,0.9426000000000001,2.0038,7541.21,0,51.553999999999995
834,United Rep. of Tanzania,2010,97.069,97.7293,27.0982,34.26030000000001,1.8617,2.3831,8419.31,1825.96,85.113
834,United Rep. of Tanzania,2013,84.92190000000001,86.15859999999999,30.271900000000002,33.0722,2.4619,4.8138,8231.91,2052.3,158.262
834,United Rep. of Tanzania,2014,81.65969999999999,83.582,0,0,0,0,8222.67,0,0
834,United Rep. of Tanzania,2015,79.5215,81.9608,0,0,2.6725,5.224099999999999,8298.28,0,182.404
834,United Rep. of Tanzania,2016,80.3895,82.6398,0,0,0,0,8638.57,0,178.598
834,United Rep. of Tanzania,2017,84.3363,86.1844,25.927599999999998,25.760299999999997,0,0,9315.66,1920.52,0
840,United States of America,2005,102.49920000000002,101.3964,95.96860000000001,94.224,0,0,24454.6,24431.93,17272.04
840,United States of America,2010,100.82669999999999,99.8181,95.40690000000001,94.313,0,0,24393,24192.79,20427.71
840,United States of America,2014,99.8374,99.5021,97.51310000000001,96.3625,102.5994,75.3974,24538.37,24229.780000000002,19700.22
840,United States of America,2015,100.312,100.2873,98.1736,97.15369999999999,102.74730000000001,75.759,24785.7,24417.19,19531.73
840,United States of America,2016,101.4458,101.2764,98.4747,99.05279999999999,102.2938,76.0623,25019.05,24707.91,19288.420000000002
850,United States Virgin Islands,2007,0,0,0,0,0,0,0,0,2.488
854,Burkina Faso,2005,64.6491,51.8041,11.820400000000001,16.7062,1.4304,3.1694,1270.84,295.412,27.941999999999997
854,Burkina Faso,2010,81.6177,74.2818,18.925199999999997,24.784399999999998,2.3087,4.8193,2047.6299999999999,537.988,51.166000000000004
854,Burkina Faso,2014,88.45460000000001,86.17999999999999,28.267,32.3686,3.3047,6.8011,2594.02,841.886,81.31400000000001
854,Burkina Faso,2015,89.4895,87.2017,32.3206,35.066900000000004,3.4613,6.6216,2706.8,965.55,83.598
854,Burkina Faso,2017,94.3526,92.9284,37.5807,38.6336,4.0947,7.856,3040.8,1162.3,105.40400000000001
858,Uruguay,2005,115.3193,112.4205,108.5219,94.1839,57.867599999999996,33.193000000000005,365.53599999999994,323.087,110.684
858,Uruguay,2006,116.892,113.6458,108.4658,93.4547,57.9585,34.508900000000004,365.388,323.027,113.403
858,Uruguay,2010,113.8816,110.1861,109.25829999999999,93.0201,0,0,341.885,321.397,132.39800000000002
858,Uruguay,2014,109.7603,107.29460000000002,0,0,0,0,321.779,339.22099999999995,159.772
858,Uruguay,2015,108.5814,106.21130000000001,0,0,0,0,316.86400000000003,339.74,156.342
858,Uruguay,2016,106.5959,104.31620000000001,0,0,0,0,309.806,347.841,162.42700000000002
860,Uzbekistan,2005,96.7953,96.67099999999999,87.28420000000001,89.94110000000002,8.2155,11.862200000000001,2383.3300000000004,4515.85,265.957
860,Uzbekistan,2010,94.45410000000001,92.8216,89.6396,89.5775,7.5614,11.1091,1970.92,4448.98,289.20799999999997
860,Uzbekistan,2014,98.8541,97.2799,91.20490000000001,92.23760000000001,6.155099999999999,9.9185,2033.8799999999999,4082.71,260.453
860,Uzbekistan,2015,100.1464,98.63069999999999,91.0265,92.1073,6.297499999999999,10.0104,2134.6,3964.38,262.368
860,Uzbekistan,2017,103.8982,102.2791,92.4197,93.62769999999999,6.8788,11.3179,2391.4900000000002,3892.8900000000003,281.45099999999996
862,Venezuela (Boliv. Rep. of),2003,104.0022,101.8779,72.8834,63.3635,41.16030000000001,38.3619,3449.98,1866.11,983.217
862,Venezuela (Boliv. Rep. of),2004,104.02629999999999,101.8425,75.271,66.0802,0,0,3453.38,1953.51,1049.78
862,Venezuela (Boliv. Rep. of),2005,103.65879999999999,101.6461,77.4886,68.6148,0,0,3449.29,2028.3899999999999,0
862,Venezuela (Boliv. Rep. of),2008,102.9957,100.27829999999999,83.8367,76.1344,97.6882,57.8127,3439.2,2224.21,2109.3300000000004
862,Venezuela (Boliv. Rep. of),2009,103.3338,100.53160000000001,84.53490000000001,77.33579999999999,0,0,3461.82,2252.42,2123.04
862,Venezuela (Boliv. Rep. of),2010,102.85969999999999,99.8691,84.6645,77.2364,0,0,3457.75,2254.94,0
862,Venezuela (Boliv. Rep. of),2014,101.5835,99.3467,94.79060000000001,88.08529999999999,0,0,3493.04,2567.2799999999997,0
862,Venezuela (Boliv. Rep. of),2015,100.9043,98.1938,92.75229999999999,86.2313,0,0,3476.4700000000003,2522.66,0
862,Venezuela (Boliv. Rep. of),2017,94.6106,92.0844,87.1626,80.8868,0,0,3285.3,2391.17,0
882,Samoa,2000,95.8808,97.3422,83.8903,73.65499999999999,7.2376000000000005,7.8436,28.026,21.681,1.1820000000000002
882,Samoa,2005,109.0043,109.77269999999999,88.16869999999999,78.2107,0,0,30.964,24.01,0
882,Samoa,2010,111.4847,109.93190000000001,93.58579999999999,82.25410000000001,0,0,30.871000000000002,25.997999999999998,0
882,Samoa,2014,105.8943,106.1677,92.1696,81.92020000000001,0,0,31.352,26.322,0
882,Samoa,2015,106.5403,106.59710000000001,89.5273,80.6699,0,0,31.997999999999998,25.994,0
882,Samoa,2016,107.01310000000001,108.33279999999999,88.56720000000001,80.26320000000001,0,0,32.629000000000005,25.964,0
882,Samoa,2017,108.5354,108.8393,0,0,0,0,32.949999999999996,0,0
887,Yemen,2005,100.5548,74.3922,29.682199999999998,60.710300000000004,5.0567,13.9475,3219.56,1455.21,199.813
887,Yemen,2010,99.46920000000001,81.2074,33.172200000000004,53.354499999999994,6.3882,14.5771,3426.9900000000002,1561.34,272.13
887,Yemen,2011,103.9638,84.7651,35.170500000000004,55.4654,6.0707,13.743799999999998,3640.59,1643.12,267.49799999999993
887,Yemen,2013,105.3595,88.4777,39.5008,57.4082,0,0,3874.74,1768.1,0
887,Yemen,2016,98.5701,86.0532,42.819799999999994,58.8822,0,0,3900.13,1915.87,0
894,Zambia,2005,112.46160000000002,107.3545,0,0,0,0,2572.8500000000004,0,0
894,Zambia,2010,104.5098,105.87219999999999,0,0,0,0,2899.13,0,0
894,Zambia,2012,106.76650000000001,107.69529999999999,0,0,3.4681,4.5603,3135.44,0,56.68
894,Zambia,2014,104.1659,104.67299999999999,0,0,0,0,3217.8700000000003,0,0
894,Zambia,2015,101.83420000000001,102.15569999999998,0,0,0,0,3215.72,0,0
894,Zambia,2017,98.6845,100.8896,0,0,0,0,3284.84,0,0
